DATAFLOW,LAST UPDATE,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-02,2514365,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-03,2993675,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-04,3450844,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-05,3812426,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-06,3863874,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-07,4035078,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MUENCHEN airport,Total,Total transport,2024-08,4187236,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-01,163881,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-02,165955,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-03,207298,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-04,300751,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-05,345332,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-06,397192,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-07,402647,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-08,466675,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-09,431675,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-10,404703,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-11,206696,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2023-12,200560,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-01,171886,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-02,178398,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-03,223171,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-04,281238,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-05,371975,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-06,383444,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-07,402890,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,International transport,2024-08,469297,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-01,13341,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-02,14620,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-03,18928,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-04,14040,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-05,15713,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-06,18291,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-07,17978,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-08,16666,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-09,19349,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-10,20911,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-11,21652,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2023-12,20712,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-01,16551,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-02,17762,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-03,19553,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-04,20705,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-05,19310,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-06,21458,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-07,17676,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,National transport,2024-08,22745,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-01,177222,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-02,180575,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-03,226226,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-04,314791,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-05,361045,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-06,415483,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-07,420625,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-08,483341,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-09,451024,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-10,425614,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-11,228348,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2023-12,221272,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-01,188437,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-02,196160,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-03,242724,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-04,301943,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-05,391285,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-06,404902,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-07,420566,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NUERNBERG airport,Total,Total transport,2024-08,492042,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-01,55875,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-02,65913,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-03,89086,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-04,136946,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-05,174838,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-06,189178,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-07,219580,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-08,233589,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-09,224406,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-10,243944,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-11,100275,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2023-12,71203,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-01,65802,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-02,79468,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-03,120729,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-04,140303,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-05,188153,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-06,196658,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-07,224325,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,International transport,2024-08,218439,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-01,15911,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-02,18505,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-03,22503,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-04,23638,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-05,25000,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-06,25643,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-07,25630,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-08,22467,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-09,29219,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-10,32110,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-11,26402,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2023-12,21591,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-01,20353,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-02,19658,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-03,25210,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-04,23976,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-05,27881,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-06,27905,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-07,21616,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,National transport,2024-08,21434,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-01,71786,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-02,84418,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-03,111589,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-04,160584,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-05,199838,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-06,214821,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-07,245210,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-08,256056,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-09,253625,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-10,276054,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-11,126677,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2023-12,92794,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-01,86155,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-02,99126,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-03,145939,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-04,164279,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-05,216034,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-06,224563,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-07,245941,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,LEIPZIG/HALLE airport,Total,Total transport,2024-08,239873,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-01,1670,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-02,1890,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-03,3100,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-04,15760,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-05,27031,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-06,38164,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-07,43649,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-08,49031,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-09,45227,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-10,41148,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-11,8563,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2023-12,5409,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-01,4013,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-02,4068,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-03,8240,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-04,18717,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-05,39336,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-06,39573,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-07,43183,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,International transport,2024-08,49709,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-01,1529,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-02,2236,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-03,3012,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-04,2165,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-05,3099,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-06,3118,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-07,2663,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-08,1668,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-09,3092,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-10,2399,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-11,2873,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2023-12,1553,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-01,1395,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-02,1890,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-03,2307,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-04,2818,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-05,2519,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-06,3169,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-07,1942,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,National transport,2024-08,1797,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-01,3199,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-02,4126,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-03,6112,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-04,17925,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-05,30130,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-06,41282,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-07,46312,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-08,50699,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-09,48319,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-10,43547,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,SAARBRUECKEN airport,Total,Total transport,2023-11,11436,
