DATAFLOW,LAST UPDATE,freq,unit,tra_meas,rep_airp,schedule,tra_cov,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-05,462709,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-06,467941,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-07,433849,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-08,424891,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-09,441140,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-10,443599,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-11,340980,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2023-12,368354,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-01,283645,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-02,305974,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-03,371818,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-04,375381,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-05,433294,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-06,415908,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,National transport,2024-07,389906,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-01,665370,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-02,742486,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-03,873835,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-04,1213989,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-05,1394226,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-06,1478874,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-07,1690626,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-08,1640368,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-09,1466148,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-10,1321635,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-11,813941,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2023-12,875550,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-01,705320,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-02,778249,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-03,998353,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-04,1241306,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-05,1489883,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-06,1537940,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,NICE-COTE D AZUR airport,Total,Total transport,2024-07,1728835,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-01,8374,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-02,7863,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-03,11143,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-04,16298,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-05,20995,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-06,26290,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-07,30264,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-08,31750,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-09,24734,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-10,21058,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-11,6981,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2023-12,9245,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-01,8922,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-02,8166,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-03,9574,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-04,16208,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-05,23369,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-06,30078,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,International transport,2024-07,34214,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-01,17932,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-02,16419,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-03,12347,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-04,20440,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-05,25129,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-06,27073,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-07,28882,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-08,25878,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-09,24229,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-10,23856,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-11,15421,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2023-12,21150,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-01,19278,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-02,19602,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-03,18072,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-04,25788,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-05,28042,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-06,28034,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,National transport,2024-07,27688,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-01,26306,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-02,24282,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-03,23490,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-04,36738,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-05,46124,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-06,53363,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-07,59146,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-08,57628,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-09,48963,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-10,44914,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-11,22402,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2023-12,30395,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-01,28200,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-02,27768,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-03,27646,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-04,41996,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-05,51411,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-06,58112,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,PERPIGNAN RIVESALTES airport,Total,Total transport,2024-07,61902,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-01,35950,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-02,40389,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-03,48068,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-04,49615,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-05,65945,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-06,64111,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-07,101145,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-08,100419,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-09,69733,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-10,63087,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-11,39025,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2023-12,43672,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-01,35809,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-02,43419,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-03,42782,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-04,74426,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-05,81135,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-06,80429,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,International transport,2024-07,102121,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-01,64292,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-02,69125,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-03,64145,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-04,85087,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-05,91700,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-06,93324,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-07,100336,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-08,99038,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-09,90889,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-10,94757,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-11,80508,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2023-12,93072,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-01,74461,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-02,69877,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-03,72425,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-04,83274,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-05,86298,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-06,84116,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,National transport,2024-07,85653,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-01,100242,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-02,109514,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-03,112213,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-04,134702,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-05,157645,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-06,157435,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-07,201481,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-08,199457,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-09,160622,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-10,157844,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-11,119533,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2023-12,136744,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-01,110270,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-02,113296,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-03,115207,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-04,157700,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-05,167433,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-06,164545,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,MONTPELLIER MEDITERRANEE airport,Total,Total transport,2024-07,187774,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-01,4455,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-02,4502,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-03,5184,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-04,19220,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-05,19325,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-06,31222,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-07,37491,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-08,37535,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-09,31814,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-10,18361,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-11,5042,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2023-12,5033,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-01,4849,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-02,4894,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-03,5633,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-04,18346,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-05,26095,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-06,34892,
ESTAT:AVIA_PAOA(1.0),24/10/24 11:21:00,Monthly,Passenger,Passengers carried,BEZIERS-VIAS airport,Total,International transport,2024-07,36759,
